"","BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","MX-EMg","MX-Lpa","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-CaV","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-IB1","US-IB2","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-Oho","US-ONA","US-Prr","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwf","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRG","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xBL","US-xBR","US-xCL","US-xDC","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xRN","US-xSE","US-xSJ","US-xSR","US-xST","US-xTA","US-xTE","US-xTR","US-xUK","US-xUN"
"CA-NS1",4701.68750000002,8654.73220849999,7267.47570399999,7664.28000000001,7629.25199999999,8795.58881675001,3652.99766666667,13009.70917,4215.36075,10325.88625,0,8129.75624999997,8475.288,3810.80775,6487.346,10265.32125,10599.9245,7253.57925000001,4788.06475000001,2196.29675000001,7840.88475000001,3893.69675000001,9698.018625,9702.04669999999,12458.50115,11075.74025,8728.08825000003,15566.44378405,14826.44325,20317.35433181,6428.26124999999,13802.03275,6053.7396875,11905.05025,7353.10320833335,6786.93558499999,11514.941639,4407.10575,7642.92674999999,17619.17725,4296.41424999998,5533.83925,5404.22449999998,7481.14950000001,2843.48625,2189.00675,6749.76404166666,6044.489325,9488.40349999999,6657.82683325,8146.39238389998,7487.30254,7303.67410750002,5615.82074999999,10923.97575,12199.79475,14112.293465,7420.68025000002,7145.82075,7795.15675000001,7754.99475000001,62409.9872499998,30441.20725,4276.0390985,2776.37525,3962.91225000001,8916.61775,5441.04825000001,3797.82675,5515.46625,2415.78089180952,6589.48525,16632.3970239158,5493.18474999998,8956.35474999999,9881.27909999999,8371.79050800001,19994.9811944444,15536.57075,6043.885618525,5261.25046125,4944.954206715,5968.35625,7492.06816666666,9193.09699999998,8441.76925,9551.89274999998,11402.6760254167,6177.3668275,5902.0175,13428.1014166667,5125.66209999999,5896.39420000002,5905.19945000001,54619.0112499999,7296.64836181611,4471.948724,13181.431726,7277.07598725499,5631.66099999999,2609.35479,2926.06275000001,6726.12124999999,6043.77699400001,4729.1711101925,19702.92925,9277.60074999998,6532.44025,13754.58075,5712.86025,2722.33525,15739.40875,6586.48775,6577.350259,24679.2412500001,24654.78975,24728.56725,13992.05675,13149.479425,18469.102091048,9771.36868705,8581.50974999998,6076.32521,6949.67275000001,5822.39725000001,9337.61607505498,13818.0715,12448.78175,8940.12596,7050.39674999999,4967.70909999999,6318.52074999999,10378.397,6573.55175,4470.89933333333,6095.96491666667,5816.85874999999,5199.91391666668,4662.35066666666,6353.85183333333,5867.49341666667,9070.16991666668,4396.61941666668,5170.91158333333,12133.4448333333,5843.79341666667,3706.94045833333,6819.00175000001,6443.89474999999,12117.175,19433.3645,5284.70366666667,6344.50362499998,6441.87174999999,6570.39833333334,6235.60066666669,4157.8405
"CA-NS2",17301.8317499999,10795.016291,5549.77301450002,5686.67625,8738.51999999999,4151.85013325,8041.92425,2779.67583,7609.58925,1630.83075,8129.75624999997,0,1328.05575,5089.71575,6529.93475000001,1718.59725,29034.65075,1596.93875,11028.7705,4968.68925000002,1877.16725,1350.70824999999,5058.85537499999,3298.8208,3693.39515,3791.4173,3498.01925,4777.87547050001,2730.29175,6045.08674237651,5162.6675,3891.46375,7578.4357125,2922.23574999998,16066.7005,9385.76122599999,13190.4550045,15904.7452500001,2238.07325000001,4164.13350000003,3141.51074999999,3894.94850000001,13449.31675,3871.65574999995,4760.03975000001,6631.08,12253.912875,4067.8284,18707.3375,7025.94789875001,5050.5220229,7429.59648,5998.540137,10114.62675,4111.48125,2902.153,33198.479235,1882.07475,5883.52150000003,14769.832,17185.9164999999,82981.5392500001,47547.88425,7153.8684035,5620.6835,2157.056,3409.34574999999,5540.21274999998,8242.74425,6820.9925,6047.87839176191,3823.45250000001,4699.67406636579,19224.04275,26334.05675,11000.6999,10270.196796,6065.53173611111,3658.78775,15401.171291955,20425.28112,15477.9781325,2321.21575,7669.45249999999,3895.54025,4165.944,3636.73125,4179.67010975,19123.962745,13756.98725,4087.74608333333,11290.6232499999,11685.07745,18325.1129,74634.1612500002,4090.1323184668,3435.194806,14746.862972,3298.057987255,12794.95439,8572.13899,5893.93474999998,2395.10775,1255.288994,6218.9788813925,5329.94575000004,3083.5265,6494.44800000001,3564.24875,3169.51625,4923.08775,3852.51225000001,22644.49525,14976.698224,10627.56125,10603.01575,10676.74775,3271.83425,3394.4311,4801.709185915,3528.62207415,1455.735,6607.96305500002,8171.02024999999,10288.5305,11329.4269356,4036.31170000001,4248.65975,5764.77824,8508.89799999992,17618.741215,3289.96025,18137.5165,10688.34125,7176.42666666667,9941.05358333333,3957.19341666667,12526.6601666667,7575.19508333334,6058.37266666667,8840.4795,2305.68066666667,7098.009,9711.91191666667,2934.78283333333,21361.8726666667,5041.22720833333,4978.07266666666,12539.611,2917.74216666667,5414.8855,12684.646,4799.08406944444,3671.43016666667,4230.27516666667,18001.1390833334,6369.47700000001
"CA-NS3",17582.8812499998,11018.2525325,5604.021261,5854.40675,9496.26049999999,3908.16771675001,9241.82424999999,2603.43033,8166.41525000001,1478.64925,8475.288,1328.05575,0,3945.31525,5942.11975,1074.37241666667,30019.92875,2286.38425,11385.43975,5520.31424999998,2131.07475000001,1983.44375,3983.530625,3327.86505,3350.20435,3465.50975,3830.73624999999,3259.48760595001,1578.85975,4306.356821585,5755.55525,3298.62725,8503.2105875,2333.89724999999,17131.728,9739.1892445,14190.246921,16589.71025,2386.30075000001,2554.55924999999,3689.57774999999,3772.54875000001,14634.6902500001,4115.82624999997,4626.23675,6227.25775,12936.740875,3661.58275,19209.52475,7641.89675875,5460.25257290001,7583.51779166667,6021.43283149999,11432.01225,3447.2305,2370.74025,34590.78339,2180.11275,5219.67725000002,16813.15975,17394.79275,83356.3587500001,50233.2047500002,7028.97945500001,6604.90325,1977.10825,3193.09775,5304.46125000001,9670.10425,6958.42775000003,7039.07817654761,4260.13374999999,3448.10979988246,20051.41475,27843.56275,11304.6489,10551.07154625,4762.16422222222,3065.22675,16823.952840065,21235.26848,16598.7315694,3133.37874999999,7449.2445,3754.06125,4451.54325,3842.18675,3263.95041483333,19670.7254700001,14362.28125,3080.53858333333,12123.1249,12747.89045,18622.5844,75590.68175,5265.79264672416,3215.993687,14208.941901,3183.05398725499,13130.33675,9236.05538,5640.07074999999,2288.29975,1527.530033,6742.1978495625,3734.16274999998,3854.31474999999,5835.55825,2870.43175,2787.58575,4127.24975000001,3667.70025,24541.81975,15277.5428325,8892.65175,8868.18224999998,8941.97775,2467.2355,2923.96537499999,3895.761704208,3800.68882435,2459.04525,7958.913255,9749.39924999997,10206.6325,11077.403926945,3653.95245000001,3682.00575,5924.3531,8336.66524999994,18202.373205,3262.23625,20172.20925,11027.39225,8596.4645,9846.93933333333,4974.62399999999,13410.6885,7704.2665,6658.021,9500.43325000001,2540.01241666667,8471.40425000001,10592.4514166667,2339.98924999999,22390.6248333333,4925.11370833333,5481.652,12548.9836666667,2311.79666666667,3991.68983333333,13649.8570833334,5247.866625,3764.95441666666,5110.01708333335,18218.7875833333,6495.00883333335
"CA-NS4",8998.73500000007,7270.56388625,4125.08536249999,9196.74974999999,10112.76475,7865.06716675,5592.07649999998,7902.29284,6686.07250000001,4961.76224999999,3810.80775,5089.71575,3945.31525,0,3270.62325,4856.79191666667,16280.727,5509.03900000004,7142.53325,2152.02299999998,5477.64524999999,3529.32899999999,8456.220625,7765.18844999998,8251.88389999999,8168.94374999998,8196.67650000001,8428.45433715,6274.20949999999,9685.17219597,8884.64750000001,8480.9425,8257.61988333334,7265.9094999999,10809.6822916667,9724.52641000001,13591.2611295,6898.05274999999,4605.73999999993,7659.50124999999,3142.56349999999,4148.2975,8713.23400000002,7637.65049999998,2160.10975,3093.28725,8587.64295833332,2833.097775,16422.5532499999,8251.85860374999,8267.67320690001,8868.09528666666,8917.0707525,8713.29224999999,8167.79174999999,7484.99925,19315.627975,4993.91775,6094.63124999998,13621.60225,13874.48325,68851.8875000001,36321.2635,3521.924631,5917.696,3004.2145,7103.24775,6379.64975000002,7407.5625,7903.053,5814.83286202382,7954.41449999999,8147.12696454912,9299.345,13739.1085,7475.07685,7003.5413085,9719.93679166667,7896.52475,10118.025022765,9460.94204124999,9215.84937608499,5466.3955,9072.51716666666,8893.062,8341.02450000001,8647.49849999999,8278.26153591666,11394.39813,10573.3875,8254.49299999998,10288.41,10256.9043,10937.0861,60909.0684999999,8842.49931825346,2767.801756,13222.677488,4572.953737255,8106.72458,4819.08000999999,2965.7,3909.907,4707.553337,6044.5839327625,9109.99525000001,7747.327,8603.60100000002,8215.37850000001,5348.65649999998,3017.73375000001,9272.72150000001,11507.317,11381.823119,13653.747,13627.6555,13701.4775,7485.44399999999,7398.22247499999,8967.1997664695,7656.61058815,5729.50175,7470.846425,8911.86600000002,9076.37400000001,6913.594518025,8540.68729999999,8513.26075,7391.20899000001,9436.58249999993,8223.35091000002,4839.65350000001,15977.203,10041.94675,4638.492,9360.17916666668,7540.17775,7656.00941666669,7610.71466666668,8312.29333333333,8524.77950000001,6779.02216666668,7382.18741666666,7045.19341666666,7140.37158333333,10375.3983333333,5430.72370833334,8813.45041666666,9809.68933333333,7022.61383333333,8999.65541666666,8249.22508333335,7913.80370833333,5634.73591666668,8198.09883333336,10932.0039166666,6572.02508333333
"CA-NS6",11112.88875,5791.22013025,2049.0647295,10531.3225,11391.0175,9991.45978325001,7047.10191666665,8419.47958999999,7693.15,6542.72374999999,6487.346,6529.93475000001,5942.11975,3270.62325,0,7080.09158333333,16180.33375,8171.84275,6307.47324999999,4117.65625000001,7464.60675000006,5608.09450000001,9999.08662499999,9345.11154999998,9195.37565,9447.81244999996,9560.87624999997,9399.11276280001,7667.11850000001,10680.261242059,9900.62674999998,9466.15274999999,8564.282525,8389.05274999998,11305.4797916667,10568.5113735,14049.7814035,9737.97825000003,5910.14825000008,8684.64624999994,5549.98049999998,4688.95074999999,10061.18475,9869.05175,4121.7205,5288.96925,9767.189875,2723.03205,15894.33125,9901.02011725,9243.8520144,10406.759655,10394.3825625,9455.33075000001,9848.45124999998,8638.49025,15917.244115,6368.73650000001,7132.72025000002,13548.80525,14659.38575,51172.0612500001,36190.6007500001,4541.342226,7747.96924999999,5257.85825000006,7621.90899999999,8067.65225000001,7632.36300000001,10108.1235,8248.6423274524,10607.50725,9496.62292329912,11924.36125,17435.21125,2704.4309,3432.21544375,11123.8948194444,9424.65774999999,11564.01714642,11356.79465875,10487.67110173,6722.42975,9817.10675000001,10417.6565,8902.94875,9402.69775,9798.45024424999,13534.3665949999,11004.35325,9436.63825000003,10888.50235,10466.5183,12925.57035,44430.1612500002,9850.18516290864,5236.696792,7685.30864499999,5735.40903415501,9817.35257000001,6889.69468,4795.96025,4876.591,6057.389792,8360.88473530202,10095.32775,9089.34725,10155.57925,9269.03975,7959.95975000001,4684.15049999999,9760.99624999998,15468.29575,13080.550159,15098.02025,15070.74125,15144.43625,8832.37375,9151.77662500001,10310.962445368,9188.82732159999,6899.83325,7992.47432,10208.72375,10814.091,3662.481602405,9636.71659999999,9998.329,9155.62559999999,10678.9227499999,10330.11326,6874.51424999999,15671.583,10542.51525,6508.14125000001,10495.6613333333,8721.88908333334,8994.94975,8519.12775,8900.06891666666,9464.81733333334,7948.26874999999,8550.21141666668,8432.13041666666,8522.46958333333,13559.0654166667,7892.79979166666,10292.2520833333,10814.6405833333,8328.02433333332,10364.0060833333,9361.62666666668,10161.6637083333,6291.37225,9220.91258333334,12860.5845,8015.12008333334
"CA-NS7",20165.7140000001,12582.8522685,5782.27235183333,6675.14983333333,11216.5330833333,4255.65673325,10775.2823333333,2105.57491666667,9275.48924999999,1466.624,10265.32125,1718.59725,1074.37241666667,4856.79191666667,7080.09158333333,0,32382.2865,2768.03375,13984.97925,6392.20633333339,1633.53958333334,2412.99825,3969.85237500001,3631.79155,3056.69606666666,3511.01766666667,4524.94108333333,2750.91776401667,1447.16966666666,3410.47877591917,6569.33724999998,3093.025,10446.4661625,2689.02083333335,19517.93925,10016.8993493333,14385.901954,19115.5955,2412.06666666667,2346.9425,3251.97766666667,3602.92941666666,17077.083,4513.81625000001,5847.888,8152.8955,15483.7967083333,2994.62075,20933.9545,8326.55900825001,5739.9765104,8045.63818,6313.40007283332,12842.6845,3887.06175000001,2336.48083333334,36918.375725,2362.63016666667,6404.57416666668,18362.2255,19492.083,85941.8230000001,52492.916,8156.92716449999,7636.93475,2575.61733333334,3489.66908333334,6403.37158333334,10818.19775,8117.77300000001,7874.11778979762,4718.44400000001,2329.90634225089,22511.3749999999,30075.3129999998,12154.0953166667,11992.37641875,3526.52084722222,2891.09283333333,18774.038550595,23744.70221,18769.9674154,3495.011,8685.57541666666,4266.75033333334,4741.09500000001,4158.903,3709.20760525,22247.62506,16426.7885,3326.94883333334,13613.73545,14394.2497,21220.152,77995.348,5489.07086461295,4139.9119555,15783.485654,3640.67467717834,15658.37248,11183.07143,7321.80675000001,3436.86325000001,2428.090546,7398.14887305251,3214.34783333333,4001.23858333333,6330.42450000001,2747.7825,3818.68574999999,5848.3455,3482.55675,26912.219,17445.432587,6588.99250000004,6580.00599999999,6653.1625,2820.79691666667,3100.835625,3546.20901101884,3756.57853535,1975.716,9597.96180000001,10561.949,11411.913,11603.7212065017,3282.20125000001,3727.91508333334,6389.53184,9716.82700000013,20741.631165,3309.9885,21415.5245,12868.00625,9954.50758333335,11301.4069166667,5455.02350000001,15718.5770833333,9381.96908333332,8280.67475,11125.26125,3120.00133333333,9852.94308333333,12965.7048333333,2415.30041666667,24682.0035833333,5794.35529166666,6344.24008333333,14757.8511666667,2372.05058333334,3479.60625,16007.7820833333,5895.81212499999,4692.34608333333,5548.77083333334,20771.7028333333,8378.85375
"CA-Qcu",6662.62950000012,9610.42158075001,16039.0340335,24316.89525,17924.70025,30423.40466675,11794.7253333333,36067.61842,12869.894,32185.1955,10599.9245,29034.65075,30019.92875,16280.727,16180.33375,32382.2865,0,28071.542,8784.56450000001,14402.6960000001,29362.0280000001,22822.3150000002,31321.011875,30964.3232,34286.4604,32822.282,30163.754,38819.30633985,37793.359,42025.7120347025,21945.669,35792.483,16927.270425,34793.438,6422.52441666666,17633.0720235,13586.7636315,5800.67649999999,27440.1350000001,40773.4650000001,20150.3409999999,19646.3655,8830.167,28342.8625000002,14639.11,13834.9845,13715.9534166667,20935.4737,8329.9465,20034.12519825,26108.8331389,18327.512105,21206.2403825,12791.647,32733.0125000001,35006.2815,3271.27553,28059.4255,21775.223,7888.4475,7156.54000000001,28169.676,16703.574,13425.3286085,15995.9525,22575.4530000001,28743.299,19449.7995,11938.382,19269.362,14287.1501852738,26138.183,38752.2976100158,6574.4575,3895.97800000001,13688.3343499999,15092.66622925,41713.0446805556,37252.8050000001,8114.90168005,4516.71462125,8929.27737223001,24372.7625,20762.1256666667,29433.167,27372.9549999999,30128.366,33068.6126704167,6849.335945,10057.6915,35536.7191666667,12178.13205,13126.4773,7074.0997,24558.8070000001,24691.1275416647,17547.803699,15331.1774029999,26035.4667372551,10752.29798,10394.98132,14856.473,21293.7115,25524.954744,19323.1523840125,41461.7890000001,30038.1685,22741.7315,36695.9900000001,25011.2635,14075.0515,37456.434,4282.81550000001,7829.578889,46291.1959999999,46266.9094999999,46340.516,35801.2004999999,34770.8434500001,40083.692141048,31548.97933145,30730.9485,17416.835495,17478.3195,16137.507,13558.26135224,35607.75475,34182.657,24724.47506,18478.0925,7858.66617500001,26199.043,6721.17449999998,14285.1135,13525.2205833333,15800.3015,22415.6848333333,10276.76075,14616.1554166667,18702.5303333333,14698.313,30349.4470000001,15888.13125,13601.9298333333,33742.9915833333,4869.09966666666,19647.9772916667,23291.422,11060.6094166667,33910.429,41187.91775,12068.1861666667,24291.601375,23186.5806666667,22975.663,7356.47858333332,14430.07975
"CA-Qfo",16047.0275000002,9906.40452999996,6571.26924249997,3211.49525,5589.07925000001,1824.42981675,6766.25799999999,4458.83625,5365.87600000001,2698.79599999999,7253.57925000001,1596.93875,2286.38425,5509.03900000004,8171.84275,2768.03375,28071.542,0,10688.876,5058.8095,2229.0115,1751.33949999999,2045.69712499999,1691.6948,3196.74610000001,2449.9062,1785.126,6838.89826045,4018.32900000001,6712.3492073775,3433.787,3836.35800000001,6575.37822499999,3607.6405,13608.5892499999,7366.27286249998,9908.2016285,15986.2595,3271.12250000002,6006.55649999999,2862.44599999999,2987.10650000001,11721.08,1387.0555,4550.44099999999,5651.04349999998,11408.936125,3801.0422,13558.1885,3871.73045774999,2640.1329224,5362.18064499999,4097.21763650001,8022.09350000002,1897.375,4037.44500000001,32144.207375,2354.2885,5995.87750000001,11496.405,12637.6965000001,82647.958,42910.901,7953.15312649999,4329.5335,2266.7915,4374.668,5128.5795,6610.49350000001,4414.87199999999,4714.60859158334,2502.39550000001,5032.86569113245,18438.777,24962.4219999999,11269.8954833333,10789.821455,6507.67113888889,3593.499,12682.8668887701,19685.02564,14006.7748566999,1977.1555,4776.29349999999,1561.96849999999,4102.22450000001,2785.28700000001,2026.62798825,16817.62632,10707.801,3594.90366666667,7923.99005,8153.87620000002,15910.03595,72917.6509999998,2671.56351340612,3727.76003799999,13656.136602,3406.009843845,11990.66128,8243.20725999997,5000.57800000002,3377.389,1316.2430125,4995.02546802351,6210.61899999999,1214.601,4204.2505,4495.62350000001,1747.93,4925.9505,4494.62850000001,20732.4105,11155.980454,10780.9475,10756.2870000001,10829.9045,3418.70300000001,2005.930075,5365.365945368,1551.4127106,3002.4045,5539.12506500001,5642.115,6479.924,12217.40207947,3576.51185000001,2999.58675,2972.89305,6142.29499999999,16985.560415,2289.655,13484.076,7830.74500000001,6346.39508333332,5939.81441666667,2892.28525,10995.2089166667,5941.3085,4106.30533333332,5955.40325000001,1516.25800000001,5914.06308333335,8760.01116666663,2291.15841666668,20002.5315833334,3144.83570833334,3100.537,9265.6079166667,1922.55558333334,6044.64216666666,11491.7345833333,2639.16304166666,4499.47091666667,2769.82541666667,15738.2048333334,4365.05624999999
"CA-SCC",3159.6065,8639.25836425002,6664.31984000001,8139.15850000001,5278.10649999999,13438.38291675,2671.23925,18285.3674200001,4278.46950000001,13671.8092500001,4788.06475000001,11028.7705,11385.43975,7142.53325,6307.47324999999,13984.97925,8784.56450000001,10688.876,0,4954.38074999999,10926.31075,7570.00875000003,15852.1321250001,15025.5347,18074.6124,16654.00825,12979.3645000001,20583.80398405,20483.2714999999,25766.604174213,5497.752,19452.186,2798.38745,16877.5507500001,3865.03516666667,7844.4123335,12181.51352,2245.395,9351.30025000002,22890.9175,10838.5435000001,9955.67624999996,3069.91074999999,11769.22925,4148.92525,3363.65175,3170.63516666667,11511.75365,8127.81175000002,7155.94415325001,8894.61610889998,5263.64142,6594.91354499999,3226.99875,16846.863,17534.97025,13773.596215,9665.126,7948.72700000001,6005.36999999999,6223.44024999998,48376.25575,30052.08525,7415.0218285,3222.541,6793.50700000002,11688.99325,4849.43375,3533.38824999999,4625.635,3713.53370264286,8621.18950000001,22579.1307747158,4711.73875,9476.77000000001,8026.96110000001,8256.81542775001,26174.2646111111,21783.42,4518.97384446499,4895.01177625001,3292.83474937501,6693.27024999999,6132.86991666667,13809.1565,9387.64174999998,12261.15525,17028.0124004167,4758.48539499999,4253.035,18481.6997499999,4174.43260000001,4055.2478,4278.7413,41813.76775,9197.22507114623,7189.72655899999,10582.7062714999,8854.772237255,2552.52534,2859.56151,3662.884,5372.28125000001,7507.31999399998,5329.8533732475,24905.635,14563.66675,7631.92275,18767.81425,6875.42649999999,3707.9355,21847.9617500001,6841.8205,4553.83738599999,30941.7897499999,30931.0867500001,31008.878,19659.486,19251.302725,24636.734791048,15768.57241185,12171.5285,3105.433105,8060.50824999999,6352.77325000001,9664.48450888499,19408.616,18476.34175,9621.36931000001,5282.29124999998,3602.36513999999,9011.63375,8490.83674999999,4293.95550000001,3218.95516666665,4725.35,5979.18375000001,2877.60150000001,2755.33925000001,3618.73225,3291.7465,14276.6748333334,2961.69108333333,1833.00508333333,17297.4343333333,5224.34125000001,5652.24029166667,7123.98416666666,3411.94958333333,17869.582,25498.66375,2887.17708333333,7597.521125,6852.55674999999,6203.70449999999,4407.744,2821.2615
"CA-SF1",6215.97199999999,7512.45105899998,5488.7508325,6868.81624999992,7402.00549999994,6642.60880824999,4622.12299999998,7456.01391999992,4420.69400000001,5635.77699999999,2196.29675000001,4968.68925000002,5520.31424999998,2152.02299999998,4117.65625000001,6392.20633333339,14402.6960000001,5058.8095,4954.38074999999,0,3961.9115,2047.488,7319.12162500005,6646.66569999996,7514.80489999995,7080.58690000004,6486.693,10154.45552215,9437.64949999995,13949.077872989,6105.08750000003,8348.60750000005,6102.48851249998,7421.9995,8242.10012500002,6516.65141749997,11924.2176944999,5159.38649999999,3217.46949999999,11180.0445,2113.8915,3320.09900000001,5983.64299999999,6763.54500000001,1492.9485,1845.9875,6313.56912500001,3979.29629999999,13243.6905000001,6541.75578825003,6501.2628239,8053.76564500001,7357.67865649993,6566.82600000001,7689.37099999993,7234.94849999994,18494.5540399999,4216.92699999999,5123.23049999999,11054.909,11073.8920000001,67048.9700000012,33303.4429999998,3105.083526,3686.42650000002,1732.3785,6110.08400000001,4365.26199999997,5089.40499999999,5406.94500000003,3513.58479055953,5891.54899999996,10732.5499709657,6725.94800000001,11778.6480000001,7780.37685000002,6932.93260850002,13959.5352777776,9622.40200000007,7400.08859270499,7097.41682374997,6083.24145291003,3745.526,6637.73291666659,7560.28899999995,5602.21650000001,6551.51799999993,8238.76866024992,8319.00043749998,7809.95950000001,8488.77333333337,6955.00239999994,7449.44990000007,7940.01905000006,58773.3479999996,6470.99780318414,2853.37378399999,13521.0852614999,3867.832237255,7438.74971999998,2546.35238,1218.887,4382.282,3777.40874400002,4202.89607089652,13134.9670000001,5975.32099999998,6146.15700000008,8507.08249999996,4515.303,2579.55299999999,9678.82350000008,9691.81249999993,9511.90717850005,18648.9304999998,18625.0730000002,18699.4184999998,8339.43000000002,8626.86105,12434.8683410481,6571.61399755001,4343.10899999998,5038.35980999999,6922.79799999998,6442.17624999998,8865.63641273991,8115.24075000005,7951.25549999998,7062.22721,6760.40999999996,5699.09502500001,3081.20200000001,12884.3010000001,7347.94449999998,4085.80300000001,6520.73074999997,4891.6355,6047.79891666674,5504.43611111109,5939.00458333333,6433.16175000006,5834.23750000002,5402.44625,5571.39083333331,7496.03425000004,7711.80916666662,3652.97145833332,6616.06391666663,7180.05691666671,8127.63433333327,13365.2912500002,5983.67708333334,6093.14219444446,3886.10425000003,5874.26383333337,8015.15224999997,4520.20325
